timestamp,precipitation_mm
2026-05-06T08:01:02,0.0
2026-05-06T09:01:02,0.0
2026-05-06T10:01:03,0.0
2026-05-06T11:01:03,0.0
2026-05-06T12:01:04,0.0
2026-05-06T13:01:05,0.0
2026-05-06T14:01:05,0.0
2026-05-06T15:01:05,0.0
2026-05-06T16:01:06,0.3
2026-05-06T17:01:06,0.0
2026-05-06T18:01:07,0.0
2026-05-06T19:01:07,0.0
2026-05-06T20:01:08,0.0
2026-05-06T21:01:08,0.0
2026-05-06T22:01:09,0.0
2026-05-06T23:01:09,0.0
2026-05-07T00:01:09,0.0
2026-05-07T01:01:10,0.0
2026-05-07T02:01:10,0.0
2026-05-07T03:01:10,0.0
2026-05-07T04:01:11,0.0
2026-05-07T05:01:11,0.0
2026-05-07T06:01:12,0.0
2026-05-07T07:01:12,0.0
2026-05-07T08:01:13,0.0
2026-05-07T09:01:13,0.0
2026-05-07T10:01:13,0.0
2026-05-07T11:01:13,0.0
2026-05-07T12:01:14,0.0
2026-05-07T13:01:14,0.0
2026-05-07T14:01:14,0.0
2026-05-07T15:01:15,0.0
2026-05-07T16:01:15,0.0
2026-05-07T17:01:15,0.0
2026-05-07T18:01:16,0.0
2026-05-07T19:01:16,0.0
2026-05-07T20:01:16,0.0
2026-05-07T21:01:16,0.0
2026-05-07T22:01:17,0.0
2026-05-07T23:01:17,0.0
2026-05-08T00:01:17,0.0
2026-05-08T01:01:17,0.0
2026-05-08T02:01:18,0.3
2026-05-08T03:01:18,0.4
2026-05-08T04:01:18,0.1
2026-05-08T05:01:19,0.1
2026-05-08T06:01:19,0.2
2026-05-08T07:01:19,0.1
2026-05-08T08:01:20,0.0
2026-05-08T09:01:20,0.0
2026-05-08T10:01:20,0.0
2026-05-08T11:01:20,0.0
2026-05-08T12:01:20,0.0
2026-05-08T13:01:21,0.0
2026-05-08T14:01:21,0.0
2026-05-08T15:01:22,0.0
2026-05-08T16:01:22,0.0
2026-05-08T17:01:22,0.0
2026-05-08T18:01:22,0.0
2026-05-08T19:01:22,0.0
2026-05-08T20:01:22,0.0
2026-05-08T21:01:23,0.0
2026-05-08T22:01:23,0.0
2026-05-08T23:01:23,0.0
2026-05-09T00:01:23,0.0
2026-05-09T01:01:24,0.0
2026-05-09T02:01:24,0.0
2026-05-09T03:01:24,0.0
2026-05-09T04:01:24,0.0
2026-05-09T05:01:24,0.0
2026-05-09T06:01:25,0.0
2026-05-09T07:01:25,0.0
2026-05-09T08:01:25,0.0
2026-05-09T09:01:25,0.0
2026-05-09T10:01:26,0.0
2026-05-09T11:01:26,0.0
2026-05-09T12:01:26,0.0
2026-05-09T13:01:26,0.0
2026-05-09T14:01:26,0.0
2026-05-09T15:01:27,0.0
2026-05-09T16:01:27,0.0
2026-05-09T17:01:27,0.0
2026-05-09T18:01:27,0.0
2026-05-09T19:01:27,0.0
2026-05-09T20:01:28,0.0
2026-05-09T21:01:28,0.0
2026-05-09T22:01:28,0.0
2026-05-09T23:01:28,0.0
2026-05-10T00:01:28,0.0
2026-05-10T01:01:29,0.0
2026-05-10T02:01:29,0.0
2026-05-10T03:01:29,0.0
2026-05-10T04:01:29,0.0
2026-05-10T05:01:29,0.0
2026-05-10T06:01:30,0.0
2026-05-10T07:01:30,0.0
2026-05-10T08:01:30,0.0
2026-05-10T09:01:30,0.0
2026-05-10T10:01:31,0.0
2026-05-10T11:01:31,0.0
2026-05-10T12:01:31,0.0
2026-05-10T13:01:31,0.0
2026-05-10T14:01:32,0.0
2026-05-10T15:01:32,0.0
2026-05-10T16:09:11,0.0
2026-05-10T16:16:32,0.0
